指标编号,指标名,event_date,App版本,渠道,新老用户,付费状态,来源入口,unlock_type,apply_currency_type,指标值,分子,分母,状态,备注
7,点击率 CTR,2026-06-04,1.9.75,AppReferral,Old User,Non-paid,AppReferral,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.75,getit,Old User,Non-paid,getit,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.88,AppReferral,Old User,Non-paid,AppReferral,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.89,(direct),Old User,Non-paid,(direct),,,0.0,0.0,4,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.90,(direct),Old User,Non-paid,(direct),,,0.25,1.0,4,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.91,(direct),Old User,Non-paid,(direct),,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.91,frog,Old User,Non-paid,frog,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.91,google-play,Old User,Non-paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.92,(direct),Old User,Non-paid,(direct),,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.92,frog,Old User,Non-paid,frog,,,0.5,1.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.92,google-play,Old User,Non-paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.93,(direct),Old User,Non-paid,(direct),,,0.0,0.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.96,(direct),Old User,Non-paid,(direct),,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.97,(direct),Old User,Non-paid,(direct),,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.97,frog,Old User,Non-paid,frog,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.97,google,Old User,Non-paid,google,,,1.0,1.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.99,(direct),Old User,Non-paid,(direct),,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,1.9.99,frog,Old User,Non-paid,frog,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.00,frog,Old User,Non-paid,frog,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.01,(direct),Old User,Non-paid,(direct),,,0.0833,1.0,12,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.01,frog,Old User,Non-paid,frog,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.01,google-play,Old User,Non-paid,google-play,,,0.0,0.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.02,(direct),Old User,Non-paid,(direct),,,0.15,3.0,20,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.02,(direct),Old User,Paid,(direct),,,0.0,0.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.02,frog,Old User,Non-paid,frog,,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.02,getit,Old User,Non-paid,getit,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.02,google-play,Old User,Non-paid,google-play,,,0.1111,1.0,9,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.02,google-play,Old User,Paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.03,(direct),Old User,Non-paid,(direct),,,0.0857,3.0,35,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.03,(direct),Old User,Paid,(direct),,,0.2,1.0,5,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.03,AppReferral,Old User,Non-paid,AppReferral,,,0.6667,2.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.03,frog,Old User,Paid,frog,,,1.0,1.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.03,google-play,Old User,Non-paid,google-play,,,0.1176,2.0,17,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.03,google-play,Old User,Paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.04,google-play,Old User,Non-paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.05,(direct),Old User,Non-paid,(direct),,,0.125,6.0,48,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.05,(direct),Old User,Paid,(direct),,,0.6667,2.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.05,AppReferral,Old User,Non-paid,AppReferral,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.05,frog,Old User,Non-paid,frog,,,0.1667,1.0,6,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.05,frog,Old User,Paid,frog,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.05,getit,Old User,Non-paid,getit,,,0.5,1.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.05,google,Old User,Non-paid,google,,,0.5,1.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.05,google,Old User,Paid,google,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.05,google-play,Old User,Non-paid,google-play,,,0.1429,3.0,21,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.05,google-play,Old User,Paid,google-play,,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.06,(direct),Old User,Non-paid,(direct),,,0.1224,6.0,49,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.06,(direct),Old User,Paid,(direct),,,0.1429,1.0,7,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.06,AppReferral,Old User,Non-paid,AppReferral,,,0.0,0.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.06,AppReferral,Old User,Paid,AppReferral,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.06,apps.facebook.com,Old User,Non-paid,apps.facebook.com,,,0.0,0.0,4,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.06,apps.instagram.com,Old User,Non-paid,apps.instagram.com,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.06,frog,Old User,Non-paid,frog,,,0.4,2.0,5,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.06,frog,Old User,Paid,frog,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.06,google,Old User,Non-paid,google,,,0.0,0.0,5,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.06,google-play,Old User,Non-paid,google-play,,,0.1935,6.0,31,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-04,2.0.06,google-play,Old User,Paid,google-play,,,0.25,1.0,4,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.66,(direct),Old User,Non-paid,(direct),,,0.0,0.0,4,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.67,(direct),Old User,Non-paid,(direct),,,0.0,0.0,4,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.70,(direct),Old User,Non-paid,(direct),,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.71,(direct),Old User,Non-paid,(direct),,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.72,(direct),Old User,Non-paid,(direct),,,1.0,1.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.73,(direct),Old User,Non-paid,(direct),,,0.0,0.0,5,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.74,(direct),Old User,Non-paid,(direct),,,0.0,0.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.75,(direct),Old User,Non-paid,(direct),,,0.0556,3.0,54,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.75,(direct),Old User,Paid,(direct),,,0.4,2.0,5,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.75,AppReferral,Old User,Non-paid,AppReferral,,,1.0,1.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.75,frog,Old User,Non-paid,frog,,,0.5,1.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.75,getit,Old User,Non-paid,getit,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.76,(direct),Old User,Non-paid,(direct),,,0.0,0.0,6,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.76,(direct),Old User,Paid,(direct),,,1.0,1.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.88,AppReferral,Old User,Non-paid,AppReferral,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.90,(direct),Old User,Non-paid,(direct),,,0.0,0.0,4,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.91,(direct),Old User,Non-paid,(direct),,,0.0,0.0,4,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.91,google-play,Old User,Non-paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.92,(direct),Old User,Non-paid,(direct),,,0.0,0.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.92,frog,Old User,Non-paid,frog,,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.93,(direct),Old User,Non-paid,(direct),,,0.0,0.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.96,(direct),Old User,Non-paid,(direct),,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.97,(direct),Old User,Non-paid,(direct),,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.97,appbrain,Old User,Non-paid,appbrain,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.97,frog,Old User,Non-paid,frog,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.97,google-play,Old User,Non-paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.99,(direct),Old User,Non-paid,(direct),,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,1.9.99,frog,Old User,Non-paid,frog,,,0.3333,1.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.00,(direct),Old User,Non-paid,(direct),,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.01,(direct),Old User,Non-paid,(direct),,,0.0556,1.0,18,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.01,frog,Old User,Non-paid,frog,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.01,google-play,Old User,Non-paid,google-play,,,0.0,0.0,4,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.02,(direct),Old User,Non-paid,(direct),,,0.1429,3.0,21,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.02,(direct),Old User,Paid,(direct),,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.02,getit,Old User,Non-paid,getit,,,1.0,1.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.02,google,Old User,Non-paid,google,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.02,google-play,Old User,Non-paid,google-play,,,0.1429,1.0,7,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.02,google-play,Old User,Paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.03,(direct),Old User,Non-paid,(direct),,,0.1364,3.0,22,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.03,(direct),Old User,Paid,(direct),,,0.3333,1.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.03,AppReferral,Old User,Non-paid,AppReferral,,,1.0,3.0,3,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.03,getit,Old User,Non-paid,getit,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.03,google,Old User,Non-paid,google,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.03,google-play,Old User,Non-paid,google-play,,,0.0,0.0,8,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.03,google-play,Old User,Paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.04,google-play,Old User,Non-paid,google-play,,,0.0,0.0,1,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.05,(direct),Old User,Non-paid,(direct),,,0.1,4.0,40,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.05,(direct),Old User,Paid,(direct),,,0.5,1.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.05,AppReferral,Old User,Non-paid,AppReferral,,,0.0,0.0,2,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
7,点击率 CTR,2026-06-05,2.0.05,frog,Old User,Non-paid,frog,,,0.125,1.0,8,partial,CTR = BigQuery click_enter_uv / exposure_uv. BigQuery ops_entry_view/ops_entry_click with activity_name=lucky_scratch; coverage is iOS + Android BigQuery.
